slide,source,class,tag,filename,x,y,p_gland_virchow2,p_gland_uni2,p_gland_phikon-v2,p_gland_ensemble
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x29184_y40448_bd.png,29184,40448,0.5039062,0.32896045,0.5839153,0.47226062
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x68096_y20992_bd.png,68096,20992,0.5039062,0.84286314,0.7641884,0.70365256
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x51200_y29184_bd.png,51200,29184,0.5039062,0.7162186,0.49902347,0.57304937
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x35840_y37376_bd.png,35840,37376,0.5039062,0.36387286,0.50585914,0.4578794
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x28672_y40960_bd.png,28672,40960,0.5039062,0.5664982,0.7409249,0.60377645
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x62464_y34816_bd.png,62464,34816,0.5040282,0.3342634,0.29502678,0.3777728
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x60416_y27648_bd.png,60416,27648,0.5041503,0.21337716,0.17106119,0.29619622
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x68096_y18944_bd.png,68096,18944,0.5043944,0.8050198,0.5657786,0.62506425
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x74752_y30720_bd.png,74752,30720,0.50488263,0.471786,0.888372,0.6216802
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x61440_y27136_bd.png,61440,27136,0.50585914,0.5280467,0.9224824,0.6521294
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x48128_y24064_bd.png,48128,24064,0.50585914,0.58699644,0.46508378,0.5193131
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x24576_y46592_bd.png,24576,46592,0.50585914,0.15456733,0.49438503,0.38493717
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x80384_y29696_bd.png,80384,29696,0.50659144,0.34687307,0.27629983,0.3765881
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x45568_y32768_bd.png,45568,32768,0.5068355,0.23475733,0.42942935,0.39034072
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x69632_y18944_bd.png,69632,18944,0.5068355,0.4132403,0.47487468,0.4649835
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x97792_y22016_bd.png,97792,22016,0.5068355,0.1732882,0.63284314,0.4376556
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x101888_y28160_bd.png,101888,28160,0.5070796,0.5798763,0.36795136,0.4849691
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x34816_y32768_bd.png,34816,32768,0.50781184,0.16344544,0.17217186,0.28114304
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x68096_y33792_bd.png,68096,33792,0.50932205,0.47396156,0.5207401,0.5013413
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x87552_y37888_bd.png,87552,37888,0.5097644,0.14755519,0.18653922,0.28128627
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x83968_y30208_bd.png,83968,30208,0.5097644,0.13028543,0.16398025,0.26801002
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x80896_y30720_bd.png,80896,30720,0.5097644,0.49121186,0.70212173,0.5676993
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x31744_y34304_bd.png,31744,34304,0.5097644,0.3348069,0.49902347,0.4478649
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x81920_y26624_bd.png,81920,26624,0.5097644,0.39047584,0.6804541,0.5268981
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x98816_y43520_bd.png,98816,43520,0.5097644,0.47779784,0.25571522,0.41442582
S14-10234-2-3,virchow2,gland,boundary,S14-10234-2-3_x70656_y34816_bd.png,70656,34816,0.5102525,0.38641608,0.18068422,0.3591176
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57344_y35328_hi.png,57344,35328,8.398072e-06,0.0014550628,0.0054692747,0.002310912
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58880_y34816_hi.png,58880,34816,1.8342893e-05,0.001622967,0.0064882697,0.00270986
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59392_y35840_hi.png,59392,35840,2.1444948e-05,0.0076956474,0.0063883206,0.0047018044
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59392_y35328_hi.png,59392,35328,4.006369e-05,0.0044683847,0.0022872274,0.0022652252
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59904_y35328_hi.png,59904,35328,4.2647465e-05,0.005220126,0.01566365,0.0069754743
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x55808_y33792_hi.png,55808,33792,4.4001186e-05,0.0031236487,0.010986944,0.004718198
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59904_y34816_hi.png,59904,34816,5.1442214e-05,0.0010005045,0.009125638,0.003392528
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58368_y34816_hi.png,58368,34816,5.475977e-05,0.006692851,0.008445628,0.005064413
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x56832_y35328_hi.png,56832,35328,6.205049e-05,0.004331502,0.04023794,0.014877164
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59392_y34304_hi.png,59392,34304,6.402007e-05,0.0033766124,0.005139611,0.0028600811
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59392_y36352_hi.png,59392,36352,6.8148714e-05,0.0037072531,0.0032730645,0.0023494887
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58880_y33280_hi.png,58880,33280,6.8148714e-05,0.0017821962,0.0075772405,0.0031425285
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58880_y35328_hi.png,58880,35328,7.7221914e-05,0.003222484,0.0044683847,0.0025893636
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57856_y34816_hi.png,57856,34816,8.220189e-05,0.004198795,0.0053018946,0.0031942974
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x49664_y29184_hi.png,49664,29184,8.220189e-05,0.009859855,0.0034296035,0.0044572204
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x45056_y29696_hi.png,45056,29696,8.7503e-05,0.0018102109,0.0043994132,0.0020990425
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58368_y35840_hi.png,58368,35840,0.00010554687,0.011869121,0.017442483,0.0098057175
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57344_y34816_hi.png,57344,34816,0.00010889691,0.0042646346,0.008315779,0.0042297705
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57856_y35328_hi.png,57856,35328,0.00010889691,0.004133968,0.03021459,0.011485818
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58880_y34304_hi.png,58880,34304,0.00011235328,0.011331755,0.0111580305,0.0075340457
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57856_y35840_hi.png,57856,35840,0.00011591934,0.0031236487,0.011331755,0.0048571075
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57856_y33280_hi.png,57856,33280,0.00011591934,0.0071214284,0.008315779,0.0051843757
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57344_y35840_hi.png,57344,35840,0.00012731104,0.005384938,0.0074606435,0.0043242974
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x56320_y33792_hi.png,56320,33792,0.00013982208,0.0070117954,0.026556574,0.011236064
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58368_y35328_hi.png,58368,35328,0.00014425986,0.0076956474,0.008985428,0.005608445
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58880_y35840_hi.png,58880,35840,0.0001535624,0.011687257,0.016152835,0.009331218
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58368_y34304_hi.png,58368,34304,0.0001535624,0.012241276,0.025371313,0.012588717
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59392_y34816_hi.png,59392,34816,0.0001634647,0.01518905,0.0025509123,0.005967809
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x79360_y25088_hi.png,79360,25088,0.00017400544,0.00082958915,0.01883313,0.0066122417
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59904_y36352_hi.png,59904,36352,0.00017400544,0.0058199596,0.004133968,0.003375978
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x56832_y33792_hi.png,56832,33792,0.00019110431,0.010986944,0.0074606435,0.0062128976
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x55808_y34816_hi.png,55808,34816,0.00020988309,0.008847355,0.016914913,0.008657384
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x56320_y34816_hi.png,56320,34816,0.00023050672,0.009859855,0.015906392,0.008665585
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58368_y36352_hi.png,58368,36352,0.00023782205,0.0094125895,0.005554925,0.0050684456
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x79872_y25600_hi.png,79872,25600,0.00027803096,0.0012255674,0.0042646346,0.0019227443
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x58880_y33792_hi.png,58880,33792,0.0002824081,0.005384938,0.005139611,0.0036023192
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59392_y33792_hi.png,59392,33792,0.0002824081,0.004133968,0.0072327633,0.0038830463
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59392_y36864_hi.png,59392,36864,0.0003150387,0.0075772405,0.002434382,0.0034422204
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x56832_y34816_hi.png,56832,34816,0.00032503586,0.0047552,0.018978037,0.008019424
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x55296_y34304_hi.png,55296,34304,0.00036259007,0.008315779,0.011687257,0.006788542
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57856_y34304_hi.png,57856,34304,0.00039821304,0.019419348,0.01395571,0.011257757
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x59904_y35840_hi.png,59904,35840,0.00041084853,0.008577485,0.0054692747,0.0048192027
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x38400_y31232_hi.png,38400,31232,0.00044421837,0.005060332,0.029535336,0.011679962
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x60416_y34816_hi.png,60416,34816,0.00046552691,0.013636835,0.034358688,0.016153684
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x56832_y35840_hi.png,56832,35840,0.00047285447,0.012624949,0.017309096,0.010135633
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x108032_y19968_hi.png,108032,19968,0.00047285447,0.13614832,0.027376488,0.05466589
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x56320_y34304_hi.png,56320,34304,0.00052747846,0.009859855,0.039638843,0.016675392
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x55808_y34304_hi.png,55808,34304,0.0005792917,0.0111580305,0.057071403,0.022936242
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x57344_y34304_hi.png,57344,34304,0.0005884088,0.008061992,0.0043994132,0.004349938
S14-10234-2-3,virchow2,non-gland,high_conf,S14-10234-2-3_x107008_y20992_hi.png,107008,20992,0.00059766934,0.012241276,0.04535258,0.019397175
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x67072_y12800_bd.png,67072,12800,0.49951175,0.21011725,0.81227237,0.50730044
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x66560_y18432_bd.png,66560,18432,0.49926758,0.253861,0.6010083,0.45137897
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x31744_y25088_bd.png,31744,25088,0.49902347,0.8221891,0.9785493,0.76658726
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x75776_y35840_bd.png,75776,35840,0.49853513,0.17667161,0.13753247,0.27091306
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x46080_y16384_bd.png,46080,16384,0.49853513,0.18126321,0.56781673,0.4158717
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x52224_y33280_bd.png,52224,33280,0.49804688,0.3023911,0.48999158,0.4301432
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x30720_y28160_bd.png,30720,28160,0.49804688,0.59596294,0.24908175,0.4476972
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x89600_y19968_bd.png,89600,19968,0.49804688,0.66844755,0.80131465,0.6559363
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x41984_y16384_bd.png,41984,16384,0.49755862,0.3753057,0.6258955,0.4995866
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x86016_y33792_bd.png,86016,33792,0.4973145,0.7390459,0.22337706,0.48657918
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x45568_y30720_bd.png,45568,30720,0.49707034,0.344664,0.2905781,0.37743747
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x92160_y32256_bd.png,92160,32256,0.49707034,0.34070447,0.7676898,0.5351549
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x97792_y25088_bd.png,97792,25088,0.4965821,0.44080022,0.27904198,0.40547478
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x87552_y30720_bd.png,87552,30720,0.49609384,0.50659144,0.6641048,0.5555967
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x116224_y27136_bd.png,116224,27136,0.49609384,0.29502678,0.8322367,0.5411191
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x35328_y23040_bd.png,35328,23040,0.49609384,0.5053709,0.5720057,0.5244901
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x117248_y54272_bd.png,117248,54272,0.49609384,0.28199843,0.33025518,0.36944914
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x106496_y45568_bd.png,106496,45568,0.49609384,0.31027627,0.4418536,0.4160746
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x104960_y18944_bd.png,104960,18944,0.49536145,0.14953138,0.40792292,0.35093856
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x115200_y56832_bd.png,115200,56832,0.49511737,0.4213137,0.31954592,0.4119923
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x79360_y21504_bd.png,79360,21504,0.49511737,0.15713686,0.60964036,0.42063153
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x111104_y29696_bd.png,111104,29696,0.49511737,0.6285784,0.5966682,0.5734547
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x71680_y12288_bd.png,71680,12288,0.49511737,0.6084777,0.28298813,0.46219435
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x47616_y39936_bd.png,47616,39936,0.49465963,0.0973904,0.22541662,0.27248886
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x76288_y40448_bd.png,76288,40448,0.4941409,0.2833846,0.28378138,0.35376894
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x114176_y53760_bd.png,114176,53760,0.4941409,0.1592174,0.4444442,0.36593416
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x120832_y53760_bd.png,120832,53760,0.4934086,0.18010665,0.6475754,0.44036356
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x103936_y40960_bd.png,103936,40960,0.49316448,0.57343954,0.31552503,0.4607097
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x88576_y43008_bd.png,88576,43008,0.49316448,0.020023441,0.3506437,0.28794387
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x84480_y14336_bd.png,84480,14336,0.4924322,0.61404693,0.19620943,0.43422952
