x,y,is_tissue,tissue_pct,pct_inROI,pct_nested,gt_label_thr050,gt_label_thr025
56000,11200,1,0.8204751275510204,1.0,0.014933333333333333,0,0
58240,11200,0,0.28823979591836735,1.0,0.0,0,0
60480,11200,0,0.5785076530612245,1.0,0.0,0,0
62720,11200,1,0.9000063775510204,1.0,0.0,0,0
64960,11200,1,0.9312723214285714,1.0,0.02808888888888889,0,0
67200,11200,1,0.9346619897959184,1.0,0.04756756756756757,0,0
69440,11200,1,0.9469132653061224,1.0,0.06737777777777777,0,0
71680,11200,1,0.9454815051020408,1.0,0.07662222222222222,0,0
73920,11200,1,0.926654974489796,1.0,0.0,0,0
76160,11200,0,0.6755994897959183,1.0,0.0,0,0
78400,11200,0,0.1361001275510204,1.0,0.0,0,0
80640,11200,0,5.7397959183673466e-05,1.0,0.0,0,0
82880,11200,0,6.696428571428572e-05,0.9733333333333334,0.0,0,0
85120,11200,0,9.885204081632654e-05,0.0,0.0,-1,-1
87360,11200,0,0.18121173469387755,0.0,0.0,-1,-1
89600,11200,1,0.7497098214285715,0.0,0.0,-1,-1
91840,11200,1,0.8353730867346939,0.0,0.0,-1,-1
94080,11200,0,0.6885809948979592,0.0,0.0,-1,-1
96320,11200,0,0.6791581632653061,0.0,0.0,-1,-1
98560,11200,1,0.8307589285714285,0.0,0.0,-1,-1
100800,11200,0,0.2614732142857143,0.0,0.0,-1,-1
103040,11200,0,0.021205357142857144,0.0,0.0,-1,-1
105280,11200,0,0.003698979591836735,0.0,0.0,-1,-1
107520,11200,0,0.16411352040816327,0.0,0.0,-1,-1
109760,11200,0,0.32742346938775513,0.0,0.0,-1,-1
112000,11200,0,0.21421875,0.0,0.0,-1,-1
114240,11200,0,0.17175063775510205,0.0,0.0,-1,-1
116480,11200,0,3.1887755102040818e-06,0.0,0.0,-1,-1
118720,11200,0,0.0,0.0,0.0,-1,-1
0,13440,0,0.0,0.0,0.0,-1,-1
2240,13440,0,3.50765306122449e-05,0.0,0.0,-1,-1
4480,13440,0,7.971938775510203e-05,0.0,0.0,-1,-1
6720,13440,0,7.971938775510203e-05,0.0,0.0,-1,-1
8960,13440,0,3.50765306122449e-05,0.0,0.0,-1,-1
11200,13440,0,0.4050701530612245,0.0,0.0,-1,-1
13440,13440,1,0.9279304846938775,0.0,0.0,-1,-1
15680,13440,1,0.9649904336734694,0.0,0.0,-1,-1
17920,13440,1,0.8881026785714285,0.0,0.0,-1,-1
20160,13440,1,0.8659821428571428,0.0,0.0,-1,-1
22400,13440,1,0.9190433673469388,0.0,0.0,-1,-1
24640,13440,1,0.9473118622448979,0.0,0.0,-1,-1
26880,13440,1,0.9345695153061224,0.0,0.0,-1,-1
29120,13440,1,0.8903475765306123,0.0,0.0,-1,-1
31360,13440,1,0.9826466836734694,0.0,0.0,-1,-1
33600,13440,1,0.9466071428571429,0.0,0.0,-1,-1
35840,13440,1,0.8642984693877551,0.0,0.0,-1,-1
38080,13440,1,0.867672193877551,0.0,0.0,-1,-1
40320,13440,1,0.7185076530612244,0.0,0.0,-1,-1
42560,13440,1,0.8822321428571429,0.0,0.0,-1,-1
44800,13440,1,0.8220663265306123,0.0,0.0,-1,-1
47040,13440,1,0.8982079081632653,0.0,0.0,-1,-1
49280,13440,1,0.950829081632653,0.5284684684684685,0.1646846846846847,0,0
51520,13440,1,0.92796875,1.0,0.01831111111111111,0,0
53760,13440,1,0.9071045918367346,1.0,0.0,0,0
56000,13440,1,0.9344132653061225,1.0,0.02897777777777778,0,0
58240,13440,1,0.919359056122449,1.0,0.0,0,0
60480,13440,1,0.9351243622448979,1.0,0.0,0,0
62720,13440,1,0.9548820153061225,1.0,0.0,0,0
64960,13440,1,0.9326594387755102,1.0,0.00871111111111111,0,0
67200,13440,1,0.9558418367346939,1.0,0.047207207207207204,0,0
69440,13440,1,0.9653826530612245,1.0,0.04568888888888889,0,0
71680,13440,1,0.8821237244897959,1.0,0.0,0,0
73920,13440,0,0.5204464285714285,1.0,0.0,0,0
76160,13440,0,0.35970982142857144,1.0,0.0,0,0
78400,13440,0,0.009735331632653062,1.0,0.0,0,0
80640,13440,0,1.594387755102041e-05,1.0,0.0,0,0
82880,13440,0,2.8698979591836733e-05,0.9733333333333334,0.0,0,0
85120,13440,0,0.00013073979591836734,0.0,0.0,-1,-1
87360,13440,0,3.826530612244898e-05,0.0,0.0,-1,-1
89600,13440,0,0.00788265306122449,0.0,0.0,-1,-1
91840,13440,0,0.20621492346938775,0.0,0.0,-1,-1
94080,13440,0,0.4131218112244898,0.0,0.0,-1,-1
96320,13440,1,0.85734375,0.0,0.0,-1,-1
98560,13440,1,0.9595216836734693,0.0,0.0,-1,-1
100800,13440,0,0.680921556122449,0.0,0.0,-1,-1
103040,13440,0,0.41627551020408166,0.0,0.0,-1,-1
105280,13440,0,0.00011479591836734693,0.0,0.0,-1,-1
107520,13440,0,0.056419005102040815,0.0,0.0,-1,-1
109760,13440,0,0.11650191326530612,0.0,0.0,-1,-1
112000,13440,0,0.33407206632653064,0.0,0.0,-1,-1
114240,13440,0,0.30587691326530614,0.0,0.0,-1,-1
116480,13440,0,6.3775510204081635e-06,0.0,0.0,-1,-1
118720,13440,0,5.7397959183673466e-05,0.0,0.0,-1,-1
0,15680,0,9.566326530612244e-06,0.0,0.0,-1,-1
2240,15680,0,1.594387755102041e-05,0.0,0.0,-1,-1
4480,15680,0,5.102040816326531e-05,0.0,0.0,-1,-1
6720,15680,0,0.0,0.0,0.0,-1,-1
8960,15680,0,1.913265306122449e-05,0.0,0.0,-1,-1
11200,15680,0,0.4475031887755102,0.0,0.0,-1,-1
13440,15680,1,0.9297321428571429,0.0,0.0,-1,-1
15680,15680,1,0.88671875,0.0,0.0,-1,-1
17920,15680,1,0.8888552295918367,0.0,0.0,-1,-1
20160,15680,1,0.9510522959183674,0.0,0.0,-1,-1
22400,15680,1,0.9641454081632653,0.0,0.0,-1,-1
24640,15680,1,0.9774426020408163,0.0,0.0,-1,-1
26880,15680,1,0.9825829081632653,0.0,0.0,-1,-1
29120,15680,1,0.9585267857142857,0.0,0.0,-1,-1
31360,15680,1,0.8680038265306123,0.0,0.0,-1,-1
33600,15680,1,0.9307270408163265,0.0,0.0,-1,-1
35840,15680,1,0.8620280612244898,0.0,0.0,-1,-1
38080,15680,1,0.8890975765306123,0.0,0.0,-1,-1
40320,15680,1,0.898172831632653,0.0,0.0,-1,-1
42560,15680,1,0.8954081632653061,0.0,0.0,-1,-1
44800,15680,1,0.9280803571428572,0.0,0.0,-1,-1
47040,15680,1,0.9531122448979592,0.0,0.0,-1,-1
49280,15680,1,0.9794323979591837,0.527027027027027,0.15157048940832724,0,0
51520,15680,1,0.9449808673469388,1.0,0.12306306306306307,0,0
53760,15680,1,0.9264190051020408,1.0,0.008108108108108109,0,0
56000,15680,1,0.9274075255102041,1.0,0.0,0,0
58240,15680,1,0.9370121173469388,1.0,0.004017531044558071,0,0
60480,15680,1,0.9481919642857143,1.0,0.0,0,0
62720,15680,1,0.9634343112244897,1.0,0.010990990990990991,0,0
64960,15680,1,0.9365911989795919,1.0,0.012072072072072072,0,0
67200,15680,1,0.9340401785714286,1.0,0.0,0,0
69440,15680,1,0.9288934948979591,1.0,0.0699099099099099,0,0
71680,15680,1,0.869014668367347,1.0,0.012612612612612612,0,0
73920,15680,0,0.600921556122449,1.0,0.0,0,0
76160,15680,0,0.27896045918367346,1.0,0.0,0,0
78400,15680,0,2.5510204081632654e-05,1.0,0.0,0,0
80640,15680,0,0.0003794642857142857,1.0,0.0,0,0
82880,15680,0,0.0,0.9733333333333334,0.0,0,0
85120,15680,0,8.928571428571429e-05,0.0,0.0,-1,-1
87360,15680,0,3.826530612244898e-05,0.0,0.0,-1,-1
89600,15680,0,0.00030931122448979594,0.0,0.0,-1,-1
91840,15680,0,9.247448979591836e-05,0.0,0.0,-1,-1
94080,15680,0,0.004996811224489796,0.0,0.0,-1,-1
96320,15680,0,0.17805803571428572,0.0,0.0,-1,-1
98560,15680,0,0.2660140306122449,0.0,0.0,-1,-1
100800,15680,0,0.09844387755102041,0.0,0.0,-1,-1
103040,15680,0,0.004540816326530612,0.0,0.0,-1,-1
105280,15680,0,0.0,0.0,0.0,-1,-1
107520,15680,0,0.0,0.0,0.0,-1,-1
109760,15680,0,3.1887755102040818e-06,0.0,0.0,-1,-1
112000,15680,0,5.420918367346939e-05,0.0,0.0,-1,-1
114240,15680,0,0.0,0.0,0.0,-1,-1
116480,15680,0,3.1887755102040818e-06,0.0,0.0,-1,-1
118720,15680,0,0.0,0.0,0.0,-1,-1
0,17920,0,2.232142857142857e-05,0.0,0.0,-1,-1
2240,17920,0,4.783163265306122e-05,0.0,0.0,-1,-1
4480,17920,0,0.00012755102040816328,0.0,0.0,-1,-1
6720,17920,0,0.0008258928571428572,0.0,0.0,-1,-1
8960,17920,0,0.24583545918367347,0.0,0.0,-1,-1
11200,17920,0,0.2811192602040816,0.0,0.0,-1,-1
13440,17920,1,0.9555261479591837,0.0,0.0,-1,-1
15680,17920,1,0.9089126275510204,0.0,0.0,-1,-1
17920,17920,1,0.9173533163265306,0.0,0.0,-1,-1
20160,17920,1,0.9054241071428571,0.0,0.0,-1,-1
22400,17920,1,0.9832780612244898,0.0,0.0,-1,-1
24640,17920,1,0.969094387755102,0.0,0.0,-1,-1
